,area,perimeter,pysiological_length,pysiological_width,aspect_ratio,rectangularity,circularity,mean_r,mean_g,mean_b,stddev_r,stddev_g,stddev_b,contrast,correlation,inverse_difference_moments,entropy
0,209500.0,3489.369077205658,1399,821,1.7040194884287454,5.482477326968974,58.11788332677358,8.131403125,15.888586458333334,6.078086979166667,28.833973648176546,44.77870290548551,27.204572222689286,9.484266604620927,0.9982178179855201,0.9049351947533324,1.8331174654519944
0,278017.0,3384.6584035158157,1312,841,1.5600475624256838,3.968793275231371,41.20579859681325,10.038700520833334,19.935440625,7.3475359375,28.657903972240987,48.06238483735242,25.47056298294132,11.851955275446693,0.9981852058197898,0.8771598226869468,2.2418771362956478
0,199010.0,3598.623909473419,1423,861,1.6527293844367015,6.156489623637003,65.0725794775828,6.8991171875,14.726590625,5.054159375,26.06507505767649,42.933783468716825,24.967669033580883,11.9076331722489,0.9977332679402731,0.9075373051983704,1.798284532007525
0,193386.0,3380.266483426094,1360,758,1.7941952506596306,5.330685778701664,59.08494668163059,5.766157291666667,14.245306770833333,3.447284375,22.58559595563269,42.26496899650678,20.10945930040257,12.322516573477433,0.9975855464114809,0.9110573622242593,1.7040686613145655
0,330048.0,3600.305144429207,1387,916,1.5141921397379912,3.849415842544115,39.27367271731206,12.831732291666667,27.1574375,6.820429166666667,32.12817481943743,58.60538730121372,25.73164584836764,14.202062369395112,0.9977709415512417,0.8489295691004893,2.700593627394814
0,359163.5,3596.440151810646,1397,878,1.5911161731207288,3.415063056240403,36.01251732304586,12.5317375,26.060769791666665,8.825434375,30.363662133342203,53.93353070322532,26.079604035227142,10.828106386411976,0.9986092455042721,0.848352191992523,2.7370343357670683
0,219832.0,3512.055367588997,1385,844,1.6409952606635072,5.31742421485498,56.108905459672314,8.538714583333334,16.168514583333334,6.102978125,28.17918181280947,44.52645887935852,25.064791368353852,10.794609753956859,0.9980016824973996,0.9025257844616126,1.8712115598579309
0,231084.5,3534.5477904081345,1371,900,1.5233333333333334,5.339605209349827,54.062596507680205,8.6329953125,16.82742916666667,6.5174015625,28.423632823266164,45.06640838962894,27.156355385261527,12.103914042909,0.9979076201305044,0.8967325120297328,1.9446686698086384
0,229428.5,3531.6604830026627,1364,912,1.4956140350877194,5.422029085314161,54.36389013223118,8.931160416666666,16.518890625,7.334003125,29.571611856279198,44.508948812506056,28.92822731628211,13.007532007924578,0.9977864018573314,0.8951307295767399,1.9617459064258251
0,243838.0,3464.8594155311584,1371,818,1.676039119804401,4.599274928436093,49.23453591890895,8.7399109375,16.9812296875,6.6679739583333335,27.711060931519782,44.35820256338769,25.687525858854574,11.322209685038029,0.9981672558524923,0.8927922513155089,2.0118863857657603
0,303590.5,3356.876653313637,1308,815,1.6049079754601228,3.511374697166084,37.11783097811744,11.276551041666666,21.692465625,8.271359895833333,30.012571510752295,49.8365542058056,26.281500083127572,16.49040084939147,0.9975925101712475,0.8622437928034922,2.493909905525256
0,205659.5,3607.4737552404404,1374,1002,1.3712574850299402,6.694307824340719,63.278705310226684,7.98429375,15.203192708333333,5.679565104166667,27.987140298067448,43.43181371911163,25.313142751477912,10.96724024765901,0.9978947871294912,0.9073787790225103,1.7851101498056952
0,252865.5,3728.0767834186554,1431,993,1.4410876132930515,5.619521049728017,54.96422605323853,9.427308333333333,18.329265104166666,6.644078125,30.427748168898898,46.65711200489174,28.628219157308703,10.898300419954671,0.9983232490868873,0.8863723841578168,2.154104425084528
0,259453.0,3661.8097537755966,1414,959,1.4744525547445255,5.226480325916447,51.68123194893139,9.72199375,18.597500520833332,7.0180375,30.063279598761248,46.77864566790534,27.258322499411562,12.466251824926033,0.9980809376531838,0.8819123568281523,2.1815747787524407
0,288926.0,3759.1234661340714,1434,990,1.4484848484848485,4.913576486712861,48.90874906944973,10.713851041666667,21.426922916666665,6.92093125,30.42022730339652,50.44017392076044,26.000347718176894,13.009087031612108,0.9980578868190643,0.8709854226533722,2.389084386364274
0,321254.5,3522.8665450811386,1339,908,1.474669603524229,3.7845757802614437,38.631641562847896,12.6517140625,25.768841145833335,7.5750296875,31.94899531430118,56.53118855681912,25.508405716795806,9.842244537767346,0.9984539256614423,0.860463740264233,2.5596371728134883
0,335139.0,3626.1529163122177,1376,978,1.4069529652351738,4.015432402674711,39.23442205317674,12.515494270833333,24.697153645833332,8.738370833333333,30.72189221010383,53.303519077683106,25.038601285731122,17.66919262703807,0.9974901952318859,0.8492288777835252,2.658542944852787
0,310174.5,3763.189483165741,1406,1042,1.3493282149712091,4.723315424059683,45.656864397973514,11.921009895833333,22.411252604166666,7.6196453125,31.06183590237293,50.667309397757315,25.23583085530433,12.8453412232968,0.9981669574493133,0.8625092144063939,2.4961604680982448
0,287473.0,3400.412805080414,1243,987,1.259371833839919,4.267673833716557,40.222237375179056,10.963251041666666,20.810513020833334,7.607494791666666,30.248750138323558,49.13227679774832,26.505784531301174,13.075054354520827,0.9980147860561771,0.8698024167828182,2.316911757754222
0,316403.5,3684.7975690364838,1403,973,1.4419321685508737,4.314487671596553,42.91271469745809,11.93329375,23.3966140625,7.797022395833333,30.280249050625034,52.120720246906224,24.31452788433369,16.788716287088796,0.9975303441107395,0.8558169054265738,2.539335714278609
0,303588.5,3674.2290247678757,1391,968,1.43698347107438,4.435240465300892,44.46795226580287,12.274479166666667,22.917753645833333,8.226646354166666,32.07618250515067,52.16020225804085,27.266386714249027,14.40290297347323,0.9977932296513251,0.8605719687039225,2.494765671349022
0,348207.0,3788.8635745048523,1411,1039,1.358036573628489,4.210222654915036,41.22687707659434,12.360609895833333,25.019514583333333,7.878694270833333,31.241272741074333,52.837202944652255,26.670851833494904,15.824280300232179,0.9979778566069013,0.843193690434034,2.8134999636683244
0,220082.0,3640.922461271286,1401,968,1.447314049586777,6.162103216074009,60.23353281499514,8.7019484375,15.223778125,7.221357291666667,30.01456842718645,42.33753127664356,29.435755360747223,12.534193691415252,0.997912413917781,0.8979836734421832,1.9435602687411377
0,209569.5,3671.272746324539,1398,1014,1.378698224852071,6.764209486590367,64.31395588530451,8.36409375,15.0434375,7.2393442708333335,29.327164620868896,42.688106397062484,30.01399602767325,12.757873128315277,0.9977012160920415,0.8999199667120916,1.9009611096931958
0,280185.0,3631.809762120247,1366,992,1.377016129032258,4.836347413316202,47.07618947563904,9.8272609375,21.0157625,6.3966484375,27.738680297623876,50.427656190182645,22.958594744042916,16.310533544436446,0.9973962611007123,0.8735701612572009,2.318482547892019
0,273135.0,3578.8392057418823,1360,968,1.4049586776859504,4.819887601369286,46.89289201513972,9.4545359375,18.897654166666666,7.205166145833333,27.92772567081001,46.1670936575905,25.895909427586645,15.086291676533486,0.9977646171835463,0.8770268205112254,2.1958059504317076
0,227261.0,3670.887959122658,1404,1004,1.3984063745019921,6.202630455731516,59.29490061397121,8.5876109375,17.916025,5.401917708333333,27.4782937317251,48.18397036653069,23.861553252335895,11.144102932396635,0.9978013949154577,0.8978708102738064,1.9134978587049285
0,228750.0,3741.373241662979,1424,1021,1.3947110675808032,6.355864480874317,61.192890637953,8.217227083333333,16.949930729166667,5.5340260416666665,26.75756863134117,45.63661766294641,23.307681350508073,15.05066103595924,0.9972828172896606,0.8942623786859011,1.969970378880335
0,379596.5,3774.1356649398804,1382,1058,1.3062381852551985,3.8518690240821503,37.52431863141834,14.431504166666667,30.447495833333335,8.055049479166666,33.1708849022123,60.49464200258413,27.705946512599233,13.188639125638108,0.9981803093063556,0.832045963227894,2.9981228292856468
0,388800.5,3743.2584689855576,1416,974,1.4537987679671458,3.5472793887867944,36.03900706308788,16.417396354166666,32.91484375,8.414529166666666,35.561518872994746,64.20426001147761,25.69542059450119,20.75963931647621,0.9968424598270771,0.817657834403883,3.1429305061850137
0,379928.5,3952.4098237752914,1485,1091,1.3611365719523374,4.264315522525949,41.11706127620179,13.107871875,25.241684895833334,10.532777083333333,31.831068943988,51.14153531881198,28.85759906124339,16.06143929478226,0.9982046069894122,0.8341431178642731,3.0382235194269893
0,6.5,19.55634891986847,7,8,0.875,8.615384615384615,58.83858201163702,10.1467546875,17.97295,8.5540421875,32.39696822298136,47.321378697573536,30.616253092112743,12.8424888279787,0.9977235225200015,0.8904393105648768,2.1043030259082327
0,353081.0,3596.1041380167007,1362,943,1.4443266171792153,3.6375959057553366,36.626057396067296,15.119828125,28.6319234375,10.246494791666667,36.659369007282784,59.50145985042411,30.923424907762328,11.91158756776698,0.9982020751648154,0.8445620196230705,2.8578063874802537
0,365001.0,3876.2849382162094,1450,1073,1.3513513513513513,4.262591061394352,41.16587330511928,11.859769270833333,23.990310416666667,9.489608854166667,28.910863144126818,49.64315545163611,25.403410354696245,16.626791374834987,0.9980700256694509,0.843235328619793,2.814439703840124
0,331442.0,3715.442228794098,1402,982,1.4276985743380854,4.1538610073557365,41.6498541389035,11.7378140625,23.451413541666668,8.6639625,29.244302074877368,51.150111516066765,24.324870795448426,16.04751341177734,0.9978186480797261,0.8518049053836835,2.649345482066777
0,330239.5,3752.478815317154,1440,988,1.45748987854251,4.308146057633929,42.63904608444487,10.4152234375,20.517122395833333,8.710008854166666,27.25058337328672,45.40073739249062,24.719817695650008,14.97361355344654,0.9982291694652011,0.8583463815499025,2.569778567584107
0,369893.5,3635.920380473137,1391,926,1.5021598272138228,3.482261786162774,35.73979270557585,12.1980234375,26.4653125,7.775140625,29.318733518958503,53.779387895385504,24.078006750867242,11.829701753825201,0.9985574850063543,0.8407101749988056,2.8080090209739903
0,454147.0,3758.496056675911,1398,1021,1.3692458374142997,3.142942703573953,31.10511047755104,16.71407760416667,36.04240572916667,10.982276041666667,34.11274088329843,64.16123621380204,27.098434484049108,13.644265017970863,0.9983154826656098,0.8022954000743925,3.491758863213596
0,253089.5,3752.537678360939,1477,944,1.5646186440677967,5.50907090179561,55.638574605104154,10.083590104166667,18.910331770833334,7.765735416666667,31.00614560532561,48.06436690917207,28.132306315811743,12.621520817978926,0.9978610505265266,0.8831282055393185,2.187894042048491
0,407494.0,3690.3295385837555,1388,977,1.420675537359263,3.327842863944009,33.42020275965731,15.051540104166667,30.99894375,8.839905729166667,34.51293840076737,59.068103472539825,29.27025106534983,10.498686706558157,0.9987404146044015,0.8275591702662339,3.1754354411692276
0,414476.0,3764.589421272278,1402,989,1.4175935288169867,3.3453758480587537,34.1928929799437,16.883216145833334,34.02730885416667,9.005214583333334,35.772464672131605,64.22039689743427,25.664776179616023,12.250422999602245,0.9982937664850048,0.8212103106792609,3.250787883623629
0,439595.5,3723.317340731621,1390,983,1.4140386571719228,3.108243828701613,31.536018953316827,13.448005729166667,30.179149479166668,9.361286979166668,29.080084908102776,55.55389250675072,23.479650949233715,15.85369156843645,0.9983420696856599,0.8091067252349927,3.3806395098642374
0,384019.0,3469.829977273941,1332,863,1.5434530706836616,2.9933831398967237,31.351886420174207,12.754890625,25.520332291666666,8.373674479166667,29.920424906786025,51.04236853395659,24.448447317524813,11.715235122468254,0.9986920980443879,0.8354313692885885,2.9379682384230588
0,3.5,8.242640614509583,4,3,1.3333333333333333,3.4285714285714284,19.4117497999894,21.2483890625,44.7911875,12.825871875,36.85190905924852,71.0328789294544,26.36784624982507,10.66015177450856,0.9986901951984329,0.7856490035563812,3.8875728101588916
0,577317.0,3545.3262397050858,1517,552,2.7481884057971016,1.450475215522841,21.771986873661096,18.615986979166667,46.17397864583333,9.287582291666666,32.547259055420696,70.0757936070649,22.38205188148573,18.650109173531714,0.9980298658353813,0.7476806901605688,4.207573310485612
0,634350.0,3699.531425356865,1383,836,1.6543062200956937,1.8226341924804919,21.57568025097028,23.499153125,54.74290104166667,10.8900640625,37.05390878941749,77.13123181279391,23.447823304850267,18.22240109898493,0.9979116071188209,0.7250270392611611,4.552402366780473
0,771058.5,4126.013737678528,1476,1025,1.44,1.9621079334447387,22.07872601561611,29.928353125,64.79707708333333,17.253202604166667,39.97948587317794,78.51441404554252,27.66357149611036,20.063170824670536,0.9978631383665767,0.6737894349244403,5.283105924038541
0,807009.5,4135.504074811935,1499,968,1.5485537190082646,1.7980358347702226,21.192308086566666,32.68772135416667,67.8149640625,20.989261979166667,41.6143687532907,79.19207887139135,29.69705482744164,24.197107272692072,0.9973967792744631,0.6531868425024432,5.563593939208129
0,750402.0,3974.7761483192444,1409,1012,1.3922924901185771,1.9001921636669412,21.053842379481356,27.3873734375,58.941791145833335,17.76366979166667,38.461768404470014,73.36512120296082,28.167418920760728,21.315579385787103,0.9979288124174636,0.6830433903476545,5.223141682036868
0,769220.0,3936.786253809929,1445,914,1.5809628008752736,1.7169730376225267,20.148053883397225,29.050398958333332,63.18014427083333,18.222559375,39.23597681480184,76.93431050537535,28.02337206525891,21.866838448885467,0.9977266415607222,0.6741336273073342,5.313023037481051
0,127.0,48.97056233882904,20,10,2.0,1.5748031496062993,18.882802958906623,28.123703125,61.8762046875,17.324054166666667,37.894802367807614,74.05880882666669,27.37595685810936,22.832923788865905,0.9978100263983629,0.666894483073944,5.369716976811643
0,692671.5,3857.7395741939545,1368,974,1.404517453798768,1.9236131412942499,21.485155116533814,24.912427083333334,59.708133333333336,13.787504166666666,37.03728955313277,78.79177845022211,25.41771719891753,23.85462657720161,0.9973701245452945,0.6919425466318551,4.971126536905979
0,705301.5,3867.9750740528107,1387,940,1.475531914893617,1.848542786311953,21.212532758676744,32.20500052083333,68.8869953125,16.1498046875,45.28692524585828,89.2896879208518,27.124006619931794,19.91034407989173,0.9971475802580148,0.6880466780831493,5.161181250920309
0,853359.0,4165.66345500946,1493,1016,1.469488188976378,1.7775496596391436,20.334644645924346,33.09824270833333,77.1263125,16.621930729166667,40.78438497446368,85.23684711796118,25.699169785986324,21.04008793336614,0.9975978022185981,0.6345011701229936,5.77840920956444
0,757460.0,3952.7273741960526,1375,988,1.3917004048582995,1.793494045890212,20.626902667756475,28.994091666666666,68.38925052083333,13.609189583333333,40.09333422735752,83.82389933770604,24.83978853173995,21.935380071977328,0.9974833317101028,0.6684573888535621,5.39590444038819
0,829411.5,4235.303059220314,1498,1040,1.4403846153846154,1.8783438618827928,21.627132012807817,35.33748125,73.7681578125,18.890906770833332,43.97994898423482,83.84646064839346,28.120393219391204,26.583289054155863,0.9969071787333014,0.6397754580664129,5.755477357972309
0,750834.0,3953.982218146324,1438,954,1.5073375262054507,1.8271042600628102,20.822146281890973,27.877438020833335,64.969634375,12.445232291666667,39.03093237686103,80.52190332069377,23.88680919719342,27.638068139601696,0.9970341578890961,0.670178315780691,5.421374964841975
0,178.0,55.455843687057495,20,15,1.3333333333333333,1.6853932584269662,17.27725055642334,24.316755729166665,59.33301041666667,12.5446875,38.778034276772466,81.72910557330475,24.763455873067144,23.179984792826456,0.9973290080591632,0.6988411557072206,5.120213377590105
0,808587.0,4302.918283104897,1530,1055,1.4502369668246446,1.996260142693365,22.898099711074245,32.28588229166667,71.45022239583334,18.407083333333333,41.8469405052346,83.2317788636956,27.950488923744935,23.560871162189486,0.9973599351018583,0.6466347165715787,5.716333959437183
0,808152.0,4121.570093154907,1484,1034,1.435203094777563,1.8987220225898098,21.019981430212326,34.55632083333333,75.35145989583333,15.885558333333334,43.79149052666586,87.40348803230025,25.815753789690724,24.55693489080349,0.9969393472946528,0.647253609660631,5.646431585990948
0,93.5,37.899494767189026,10,13,0.7692307692307693,1.3903743315508021,15.362264209713246,32.27324479166667,74.13071770833334,14.78315,43.867624650671054,90.22224666971404,25.959390060775693,21.83754151342678,0.9971296008523762,0.662084368713947,5.600541782828821
0,892.5,122.81118190288544,45,31,1.4516129032258065,1.5630252100840336,16.899256471018056,33.590572395833334,66.37124635416667,20.3451890625,47.98568399550137,88.15834661986734,32.24832655914561,14.507136542412608,0.9978336962573513,0.7085539361693324,4.985893220682808
0,14.5,15.41421353816986,5,5,1.0,1.7241379310344827,16.386067517262,23.511147395833333,54.6395453125,14.607919791666667,35.66448191867129,71.42721961623423,26.381224999708248,17.008107756926638,0.9984419714638162,0.6968783848991518,5.063636348154462
0,650013.5,3701.122263431549,1378,831,1.6582430806257522,1.7616834111906907,21.073879248459722,23.688198958333334,51.36627291666667,13.7854890625,36.730561680437354,71.52668085657847,25.42343585723341,19.208102455415474,0.9980413290288106,0.7202692544309948,4.663635056933167
0,619280.0,3678.0167100429535,1253,978,1.2811860940695297,1.9788044180338458,21.844411121552756,25.457884895833335,56.914594270833334,13.821143229166667,39.820150563519164,81.58096878464113,25.967673841426286,19.760587876110364,0.9973663810320023,0.7252111065705998,4.564326806745484
0,815493.5,4214.391374468803,1487,1041,1.4284341978866475,1.8981966134616646,21.779566185625086,33.5910171875,69.93577864583334,19.74084375,42.730621256365026,80.56924211569098,31.638948990862804,18.85087929242291,0.9979266803338752,0.6597993917791373,5.468615417016706
0,625256.5,3798.970020890236,1376,927,1.4843581445523193,2.040045965135908,23.082004296832995,22.130956770833333,54.820334375,9.323303645833333,36.280904783186884,78.19702879887144,23.12535121946096,17.780328812110078,0.9979546998693033,0.7275948169747044,4.591788735621991
0,660595.0,3821.957824587822,1308,1005,1.3014925373134327,1.9899333176908696,22.1124313882607,25.467306770833332,59.2995078125,11.811633854166667,38.77167352089795,80.85162970404126,24.29815733684219,16.95844825979927,0.9979691441881414,0.7118894059267324,4.728678452134151
0,888567.0,4327.285817742348,1525,1079,1.4133456904541242,1.851829968927498,21.073709183926546,38.83762604166667,80.80505520833333,20.225041666666666,44.912111433862194,85.95415398427937,28.545086650302252,19.67635744031925,0.9976347326003978,0.6237861493902216,5.937242161131885
0,8.0,10.828427076339722,4,4,1.0,2.0,14.656854118450902,32.93500885416667,75.20518125,12.6405765625,45.4174595948166,93.04823278608242,25.601288108480208,15.623056523274904,0.997795957624229,0.6780962778510786,5.401372893283226
0,837476.0,4239.202555656433,1455,1102,1.3203266787658803,1.9145742683969451,21.458332307891848,32.20593489583333,68.46465052083333,20.78402552083333,40.44462814152428,77.97383151041329,28.79796208290643,28.90082727151783,0.997093464752527,0.6341154674937877,5.922901971520626
0,709384.0,3869.9233387708664,1319,1032,1.2781007751937985,1.9188591792315586,21.111706280326946,30.7934859375,68.83249010416667,16.899422916666666,43.79852162131526,89.64605386321976,27.570261395514105,26.19877083201849,0.9963251789453877,0.6772481164428972,5.360419695843408
0,811398.0,4027.1537878513336,1413,1018,1.388015717092338,1.772784749284568,19.987684996765267,35.061795833333335,73.19595729166667,19.1979046875,43.994163983513936,84.78492910809584,28.18675039441696,21.679613749201742,0.9974120562579822,0.6482547741451491,5.6631253056208015
0,717318.5,3943.9161961078644,1358,1010,1.3445544554455446,1.91209344245269,21.68419601881441,29.874946354166667,62.5334515625,18.2898796875,42.093978261225196,80.23004908252665,28.96572661274486,21.209134567191533,0.9975441615557447,0.6813430542413348,5.1625880264382324
0,500829.5,3406.0440541505814,1345,687,1.957787481804949,1.844969196103664,23.163843381459216,13.813038020833334,37.432409375,5.971770833333333,28.66982169368186,62.90670690964319,20.274329828360507,12.997297723836732,0.9986911342854914,0.7905404645030187,3.6899769339317925
0,750391.5,3992.3669917583466,1350,1061,1.2723845428840717,1.9088036045184413,21.240904510354383,27.090167708333333,63.12676354166667,14.2337796875,38.242951175034065,78.27127404341586,24.95754097953586,24.270601885357003,0.99749650526951,0.6710454756884388,5.332181447706496
0,579317.0,3484.997372150421,1266,821,1.5420219244823385,1.7941576028323007,20.96469926464326,19.690588541666667,47.012646875,10.418186979166666,34.15293397241963,71.08288780722748,22.57469747315836,20.126137875986487,0.997822975420004,0.7447503533311288,4.29172445225563
0,743530.0,4025.6146816015244,1448,968,1.4958677685950412,1.885147875674149,21.795453532104613,30.866272916666667,59.89160520833333,19.750980208333335,42.79688613556504,74.94178092127557,32.09033782701097,24.400402769073686,0.9974878877461258,0.6753188588399177,5.269616010574962
0,459638.0,3345.1050177812576,1181,879,1.3435722411831628,2.258514309086716,24.34465292248541,12.597003645833333,33.37273802083333,6.1563359375,27.501634718098064,59.28488190168713,20.043029550290388,12.703921056823207,0.9986804530333833,0.8057088384691,3.4068006979776673
0,707216.0,3916.644124031067,1393,951,1.4647739221871714,1.8731801882310355,21.690828819352337,30.939170833333332,68.61942552083333,13.228968229166666,43.879053134487144,88.66730280968834,25.267438060757147,18.725446294819896,0.997418930544308,0.6924052179032151,5.111962433325881
0,615140.0,3710.0999689102173,1381,852,1.6208920187793427,1.9127548200409663,22.376762654530015,20.143748958333333,51.23855104166667,10.080125,33.212369601856324,74.12944466483741,22.681564852343012,18.518271723552548,0.9979854080914673,0.7340580137576324,4.368840454690347
0,819075.5,4159.2198041677475,1427,1094,1.3043875685557587,1.9059757006527482,21.120286688322622,33.59451875,72.61215989583333,19.900491666666667,42.657470056516054,83.95491297014385,28.275681103053863,22.425843110064278,0.9974449541311268,0.6419012024541758,5.830356273103101
0,746622.0,4049.462445139885,1443,1026,1.4064327485380117,1.9829552303575304,21.96311667028067,29.3355046875,66.3229046875,15.88856875,40.11339181309029,82.46542374408777,25.823640790979162,23.449102612404317,0.9972792787095701,0.676081114723775,5.280684899717578
0,791566.5,4040.602488398552,1398,1005,1.391044776119403,1.774948788257209,20.625517210812447,33.671747395833336,71.0063265625,19.016125520833334,43.66360318912105,84.26469572669275,28.400230538766348,33.239668002337794,0.9960471564335214,0.64470039817625,5.6932892945109135
0,685882.5,3805.7151901721954,1381,894,1.5447427293064877,1.8000371783796787,21.116544172955848,24.520142708333335,58.65649479166667,12.344389583333333,36.53012657241012,78.17668031989155,23.3493155900387,21.708114799963163,0.9976123422736148,0.703686924825301,4.863455783441058
0,798524.0,4257.486828804016,1494,1057,1.413434247871334,1.9775961649242852,22.699623427022452,30.506548958333333,69.44501145833334,16.640940104166667,40.32074552399975,81.73190380247453,26.294793100923435,26.460457104306403,0.9971325378516698,0.6483734214655315,5.702374015448434
0,776504.5,4059.7639561891556,1427,989,1.442871587462083,1.8175078186926155,21.22548340669323,30.282605729166665,66.03731614583333,15.862060416666667,40.17231121916369,79.8276960847096,25.983345502546122,29.42122887708436,0.996835053697054,0.660916417306177,5.56183824947159
0,509057.5,3469.843041777611,1344,721,1.8640776699029127,1.90356492144797,23.651180337334196,20.454091145833335,46.692623958333336,11.343515625,37.05986568324885,77.01472473637104,24.178472004527357,21.542115849974785,0.9968723484620426,0.7662864149075178,3.960736861769394
0,432371.5,3138.892688035965,1338,493,2.713995943204868,1.5256185941950382,22.787457792675156,11.441051041666666,31.3297109375,4.527439583333333,26.652623503205977,58.288595793275675,18.62441711018812,13.083919167132628,0.9986199479247511,0.814543765457568,3.300559606574869
0,456947.0,3152.747591137886,1179,726,1.6239669421487604,1.8732019249497207,21.752670163992196,15.576094791666666,39.321456770833336,7.2221307291666665,32.81298122185813,69.93209102871624,21.981286764768612,22.58490077315186,0.9970620596834061,0.7881122885153529,3.7269317963425217
0,836883.0,4151.746714472771,1459,1057,1.380321665089877,1.8427462381240867,20.59666737302042,36.86041458333333,72.69738177083333,23.077184375,44.46257482042009,81.98186516832976,31.08130930970555,24.54016854822908,0.9971346721117282,0.6425223364708214,5.705457050629667
0,563406.0,3514.5364733934402,1289,827,1.558645707376058,1.8920689520523388,21.92373993676461,17.182163541666668,46.071919270833334,8.179098958333332,31.40718010706181,71.2940398252031,21.080074631741493,14.161412574459678,0.9984787820873032,0.7673279358412188,4.131309664397374
0,502951.5,3118.3628145456314,1095,784,1.3966836734693877,1.706884262200232,19.334243248386677,17.632844270833335,43.45334739583333,6.876017708333333,33.43132000995532,72.60349655544267,20.251342014576554,16.53315429520258,0.9979260913042453,0.7760190478620481,3.913802369584673
